cam_id,gimbal_speed,pan_setpoint,tilt_setpoint,execution_time
2,3,40,1,3.996045996900648
2,3,-50,2,4.188227977603674
2,3,45,3,4.790304810274392
2,3,-50,4,3.803026032168418
2,3,50,5,3.998216199222952
2,4,-50,-5,4.589598399121314
2,4,-45,-4,2.200852003879845
2,4,-50,-3,6.18842071807012
2,4,-40,-2,2.803855147212744
2,4,-50,-1,4.598410808946937
2,4,-35,0,2.385213589295745
2,4,-50,1,4.1971645704470575
2,4,-30,2,2.40023674396798
2,4,-50,3,3.400362638756633
2,4,-25,4,2.798059623222798
2,4,-50,5,4.196855389978737
2,4,-20,-5,2.5934493192471564
2,4,-50,-4,3.595060200430453
2,4,-15,-3,3.79971846472472
2,4,-50,-2,3.195952092297375
2,4,-10,-1,3.197139824274928
2,4,-50,0,3.594961440190673
2,4,-5,1,2.592390628065914
2,4,-50,2,3.7994918823242174
2,4,0,3,2.6001377971842885
2,4,-50,4,3.992543484084308
2,4,5,5,3.1968479100614786
2,4,-50,-5,3.7992417877539992
2,4,10,-4,3.1961883609183133
2,4,-50,-3,4.390437062364072
2,4,15,-2,3.1936892601661384
2,4,-50,-1,4.400284782983363
2,4,20,0,4.197286168113351
2,4,-50,1,4.390945123974234
2,4,25,2,4.196408677380532
2,4,-50,3,5.397702942136675
2,4,30,4,4.196704544126988
2,4,-50,5,4.596691214945167
2,4,35,-5,4.196282540913671
2,4,-50,-4,4.5977595672011375
2,4,40,-3,4.197069411166012
2,4,-50,-2,4.391104843933135
2,4,45,-1,4.196964844595641
2,4,-50,0,4.801074981223792
2,4,50,1,4.391133202705532
2,5,-50,2,4.799720061011612
2,5,-45,3,2.7351551889441907
2,5,-50,4,3.3982486687600613
2,5,-40,5,2.5938220606185496
2,5,-50,-5,3.59615013981238
2,5,-35,-4,3.001104706898332
2,5,-50,-3,4.800982108805329
2,5,-30,-2,4.186993761919439
2,5,-50,-1,4.004047391936183
2,5,-25,0,3.388586586806923
2,5,-50,1,5.006967464927584
2,5,-20,2,3.191510501783341
2,5,-50,3,5.18816065788269
2,5,-15,4,3.003921277821064
2,5,-50,5,4.593733096029609
2,5,-10,-5,3.196912479121238
2,5,-50,-4,4.195977695286274
2,5,-5,-3,2.7233927766792476
2,5,-50,-2,4.392081743106246
2,5,0,-1,3.199228394310921
2,5,-50,0,4.19084826298058
2,5,5,1,3.803009010851383
2,5,-50,2,4.394920883700252
2,5,10,3,3.792864440008998
2,5,-50,4,5.19196366192773
2,5,15,5,3.8039815849624574
2,5,-50,-5,4.588087470736355
2,5,20,-4,4.398830323014408
2,5,-50,-3,10.002805854659528
2,5,25,-2,5.391521533951163
2,5,-50,-1,4.79989663278684
2,5,30,0,4.9968391209840775
2,5,-50,1,5.7909317831508815
2,5,35,2,4.800726394169033
2,5,-50,3,6.198421724140644
2,5,40,4,5.995711075142026
2,5,-50,5,5.597967705223709
2,5,45,-5,5.7912178612314165
2,5,-50,-4,4.801743452902883
2,5,50,-3,4.791814871598035
2,6,-50,-2,5.8009445439092815
2,6,-45,-1,9.38788430672139
2,6,-50,0,6.590072086080909
2,6,-40,1,3.198089268989861
2,6,-50,2,4.197585984133184
2,6,-35,3,3.1977013060823083
2,6,-50,4,5.20046290801838
2,6,-30,5,3.3875521779991686
2,6,-50,-5,4.597465387079865
2,6,-25,-4,3.799042019061744
2,6,-50,-3,4.596786877140403
2,6,-20,-2,3.799181468784809
2,6,-50,-1,5.202356238849461
2,6,-15,0,3.3929061428643763
2,6,-50,1,5.79025109205395
2,6,-10,2,3.60531403683126
2,6,-50,3,7.190564816817641
2,6,-5,4,3.594201457221061
2,6,-50,5,5.801767205819488
2,6,0,-5,3.5945217716507614
2,6,-50,-4,4.992900192737579
2,6,5,-3,4.4020200851373374
2,6,-50,-2,5.391726564615965
2,6,10,-1,14.190961544867603
2,6,-50,0,7.195123106706888
2,6,15,1,4.200978409964591
2,6,-50,2,5.396051123738289
2,6,20,3,5.995961701963097
2,6,-50,4,5.392532348167151
2,6,25,5,5.404020708985627
2,6,-50,-5,5.188373655080795
2,6,30,-4,5.40222345199436
2,6,-50,-3,6.189167937729508
2,6,35,-2,6.00771367829293
2,6,-50,-1,3.995644167996943
2,6,40,0,6.379983582068235
2,6,-50,1,6.198214069008827
2,6,45,2,5.790388132911176
2,6,-50,3,6.5977459121495485
2,6,50,4,5.799813881050795
2,7,-50,5,7.199441744014621
2,7,-45,-5,3.390954962000251
2,7,-50,-4,5.401415030006319
2,7,-40,-3,7.191015174146742
2,7,-50,-2,6.404505132231861
2,7,-35,-1,3.799530840013176
2,7,-50,0,5.188019522931427
2,7,-30,1,4.197527488227934
2,7,-50,2,5.196889037732035
2,7,-25,3,4.400601058732718
2,7,-50,4,6.3948891633190215
2,7,-20,5,4.390427406411618
2,7,-50,-5,5.403590918984264
2,7,-15,-4,4.004633513279259
2,7,-50,-3,6.189701569266617
2,7,-10,-2,16.191774221137166
2,7,-50,-1,6.4049866129644215
2,7,-5,0,3.9949581678956743
2,7,-50,1,5.595804487820715
2,7,0,2,3.99586259201169
2,7,-50,3,5.995787145104259
2,7,5,4,4.798712198156864
2,7,-50,5,5.792951793875545
2,7,10,-5,4.799731016159058
2,7,-50,-4,6.39518480701372
2,7,15,-3,5.99686531489715
2,7,-50,-2,13.792779789771885
2,7,20,-1,6.197872241958976
2,7,-50,0,6.590614872053266
2,7,25,1,7.804855801165104
2,7,-50,2,5.5958576230332255
2,7,30,3,6.1987018240615726
2,7,-50,4,9.193778745364398
2,7,35,5,7.017895709257573
2,7,-50,-5,7.57795601291582
2,7,40,-4,6.39334500906989
2,7,-50,-3,6.199754952918738
2,7,45,-2,6.189035039860755
2,7,-50,-1,7.993662471882999
2,7,50,0,6.40391507698223
2,8,-50,1,7.987843647133559
2,8,-45,2,4.001854950096458
2,8,-50,3,4.799579524900764
2,8,-40,4,3.9936470896936953
2,8,-50,5,5.79945233091712
2,8,-35,-5,4.596414032857865
2,8,-50,-4,5.593835864216089
2,8,-30,-3,5.196587098296732
2,8,-50,-2,5.993620791938156
2,8,-25,-1,8.397463329136372
2,8,-50,0,5.788755708374083
2,8,-20,1,5.001334486994892
2,8,-50,2,6.187979061156511
2,8,-15,3,4.400475000962615
2,8,-50,4,6.599120798055083
2,8,-10,5,4.990161982830614
2,8,-50,-5,8.793886777944863
2,8,-5,-4,4.8033042210154235
2,8,-50,-3,
2,8,0,-2,
2,8,-50,-1,7.988374167121947
2,8,5,0,5.190146068111062
2,8,-50,1,7.39580724388361
2,8,10,2,5.398805069737136
2,8,-50,3,6.589128682389855
2,8,15,4,5.604575828183442
2,8,-50,5,7.5908958041109145
2,8,20,-5,7.193073597270995
2,8,-50,-4,8.401148358825594
2,8,25,-3,7.595796244684607
2,8,-50,-2,
2,8,30,-1,13.59361135121435
2,8,-50,0,7.987557839136571
2,8,35,1,7.801071669906378
2,8,-50,2,8.197398544289172
2,8,40,3,7.792533521074802
2,8,-50,4,7.192111869808286
2,8,45,5,7.802508630324155
2,8,-50,-5,8.187206299044192
2,8,50,-4,8.199112556874752
