cam_id,gimbal_speed,pan_setpoint,tilt_setpoint,execution_time
2,6,10,-1,
2,6,-50,0,
2,6,15,1,4.787109760101885
2,6,-50,2,6.199748560786247
2,6,20,3,4.192408888600767
2,6,-50,4,5.794298635330051
2,6,25,5,6.002949400339276
2,6,-50,-5,4.197826887015253
2,6,30,-4,5.789409428834915
2,6,-50,-3,
2,6,35,-2,4.395050202962011
2,6,-50,-1,
2,6,40,0,
2,6,-50,1,
2,6,45,2,
2,6,-50,3,15.380499424878508
2,6,50,4,
2,7,-50,5,
2,7,-45,-5,1.9825860597193241
2,7,-50,-4,5.597978109959513
2,7,-40,-3,
2,7,-50,-2,5.595590432174504
2,7,-35,-1,5.393030324019492
2,7,-50,0,4.4007944678887725
2,7,-30,1,4.199043893720955
2,7,-50,2,4.994791264180094
2,7,-25,3,
2,7,-50,4,
2,7,-20,5,6.78508346201852
2,7,-50,-5,6.794798921328038
2,7,-15,-4,
2,7,-50,-3,2.194025752134621
2,7,-10,-2,4.000831326004118
2,7,-50,-1,10.796824716031551
2,7,-5,0,3.7988122389651835
2,7,-50,1,6.388774047140032
2,7,0,2,
2,7,-50,3,6.3918204149231315
2,7,5,4,
2,7,-50,5,
2,7,10,-5,
2,7,-50,-4,7.986767188645899
2,7,15,-3,6.402207473758608
2,7,-50,-2,6.3900816277600825
2,7,20,-1,11.994417282287031
2,7,-50,0,6.801959753967822
2,7,25,1,6.200859890785068
2,7,-50,2,5.391881674062461
2,7,30,3,8.194066433236003
2,7,-50,4,6.192497550975531
2,7,35,5,7.005022156983614
2,7,-50,-5,6.187703954055905
2,7,40,-4,
2,7,-50,-3,15.603319647256285
2,7,45,-2,
2,7,-50,-1,
2,7,50,0,6.387925964314491
2,8,-50,1,12.795177470892668
2,8,-45,2,
2,8,-50,3,
2,8,-40,4,
2,8,-50,5,6.387051795143634
2,8,-35,-5,
2,8,-50,-4,6.3925900822505355
2,8,-30,-3,7.393669023178518
2,8,-50,-2,4.798656119033694
2,8,-25,-1,
2,8,-50,0,4.1867863750085235
2,8,-20,1,
2,8,-50,2,
2,8,-15,3,
2,8,-50,4,4.988426034338772
2,8,-10,5,4.594116877764463
2,8,-50,-5,6.791972671635449
2,8,-5,-4,4.197177567053586
2,8,-50,-3,
2,8,0,-2,
2,8,-50,-1,6.789969821926206
2,8,5,0,
2,8,-50,1,7.594777144026011
2,8,10,2,5.594232807867229
2,8,-50,3,
2,8,15,4,1.7933703982271254
2,8,-50,5,7.794207230210304
2,8,20,-5,
2,8,-50,-4,14.591585064306855
2,8,25,-3,13.19564851000905
2,8,-50,-2,7.590502602979541
2,8,30,-1,7.999328434932977
2,8,-50,0,15.800425608176738
2,8,35,1,7.39344124821946
2,8,-50,2,7.197238890919834
2,8,40,3,
2,8,-50,4,3.798218848183751
2,8,45,5,
2,8,-50,-5,4.791977926157415
2,8,50,-4,7.994576176162809
