cam_id,gimbal_speed,pan_setpoint,tilt_setpoint,execution_time
2,2,25,-2,3.6063942569307983
2,2,-50,-1,8.590478336904198
2,2,30,0,
2,2,-50,1,2.5913024372421205
2,2,35,2,3.6042393832467496
2,2,-50,3,4.389264781959355
2,2,40,4,
2,2,-50,5,3.193243138026446
2,2,45,-5,3.799626196268946
2,2,-50,-4,3.601140426006168
2,2,50,-3,3.791170857846737
2,2,-50,-2,1.1949323080480099
2,3,-50,-1,5.595019578002393
2,3,-45,0,1.591060347855091
2,3,-50,1,2.5985294366255403
2,3,-40,2,2.0017730887047946
2,3,-50,3,3.792415410745889
2,3,-35,4,2.198685255367309
2,3,-50,5,2.7978999288752675
2,3,-30,-5,1.9992074095644057
2,3,-50,-4,3.394080188125372
2,3,-25,-3,2.390968748833984
2,3,-50,-2,3.7976156598888338
2,3,-20,-1,3.5971717848442495
2,3,-50,0,2.9892660728655756
2,3,-15,1,1.996852720156312
2,3,-50,2,3.3964586188085377
2,3,-10,3,
2,3,-50,4,3.390457652974874
2,3,-5,5,2.1900027487426996
2,3,-50,-5,3.7955341706983745
2,3,0,-4,2.395350221078843
2,3,-50,-3,10.798871692735702
2,3,5,-2,
2,3,-50,-1,5.589807760901749
2,3,10,0,
2,3,-50,1,5.792542753275484
2,3,15,2,2.8005467201583087
2,3,-50,3,3.3834477202035487
2,3,20,4,
2,3,-50,5,
2,3,25,-5,
2,3,-50,-4,1.7911934428848326
2,3,30,-3,
2,3,-50,-2,5.793138661421835
2,3,35,-1,2.7935332427732646
2,3,-50,0,2.597438641823828
2,3,40,1,4.191113401204348
2,3,-50,2,3.7980802711099386
2,3,45,3,
2,3,-50,4,3.3882904229685664
2,3,50,5,4.401693394873291
2,4,-50,-5,3.394582660868764
2,4,-45,-4,2.195928219240159
2,4,-50,-3,2.2044733562506735
2,4,-40,-2,2.9891822868958116
2,4,-50,-1,5.400171109009534
2,4,-35,0,2.3943684604018927
2,4,-50,1,3.197377032134682
2,4,-30,2,2.591519000940025
2,4,-50,3,
2,4,-25,4,
2,4,-50,5,3.9873084910213947
2,4,-20,-5,
2,4,-50,-4,4.193336304742843
2,4,-15,-3,13.201266649644822
2,4,-50,-2,
2,4,-10,-1,
2,4,-50,0,2.9922438859939575
2,4,-5,1,
2,4,-50,2,4.992188846226782
2,4,0,3,2.7904091249220073
2,4,-50,4,7.596361057832837
2,4,5,5,3.0022455169819295
2,4,-50,-5,4.192195194773376
2,4,10,-4,2.9993198988959193
2,4,-50,-3,
2,4,15,-2,4.1905887527391315
2,4,-50,-1,
2,4,20,0,
2,4,-50,1,0.0012614182196557522
2,4,25,2,12.57772602001205
2,4,-50,3,7.796104196924716
2,4,30,4,4.596573192160577
2,4,-50,5,
2,4,35,-5,3.389039220754057
2,4,-50,-4,12.403613687027246
2,4,40,-3,3.9912819722667336
2,4,-50,-2,4.198708643205464
2,4,45,-1,
2,4,-50,0,1.1898257290013134
2,4,50,1,
2,5,-50,2,
2,5,-45,3,5.791816174983978
2,5,-50,4,2.9904076820239425
2,5,-40,5,2.797358273062855
2,5,-50,-5,3.1952384910546243
2,5,-35,-4,
2,5,-50,-3,4.59231855487451
2,5,-30,-2,
2,5,-50,-1,6.191709385253489
2,5,-25,0,3.3916557510383427
2,5,-50,1,
2,5,-20,2,
2,5,-50,3,10.987566861789674
2,5,-15,4,
2,5,-50,5,1.1835953597910702
2,5,-10,-5,2.9982076990418136
2,5,-50,-4,4.598382945172489
2,5,-5,-3,4.590926129836589
2,5,-50,-2,12.996760969050229
2,5,0,-1,
2,5,-50,0,2.5934469713829458
2,5,5,1,3.5996827399358153
2,5,-50,2,4.394900438841432
2,5,10,3,
2,5,-50,4,3.388630208093673
2,5,15,5,
2,5,-50,-5,11.394501611124724
2,5,20,-4,
2,5,-50,-3,9.590571920387447
2,5,25,-2,5.001250660978258
2,5,-50,-1,
2,5,30,0,5.4371582311578095
2,5,-50,1,4.995796672999859
2,5,35,2,4.999763449188322
2,5,-50,3,15.39597271522507
2,5,40,4,
2,5,-50,5,3.184248740784824
2,5,45,-5,5.801439163275063
2,5,-50,-4,5.392238076310605
2,5,50,-3,
2,6,-50,-2,9.99412241904065
2,6,-45,-1,
2,6,-50,0,
2,6,-40,1,4.39677106263116
2,6,-50,2,4.1980147091671824
2,6,-35,3,
2,6,-50,4,
2,6,-30,5,3.7852694340981543
2,6,-50,-5,5.002099308185279
2,6,-25,-4,
2,6,-50,-3,0.0008931201882660389
2,6,-20,-2,3.5898392647504807
2,6,-50,-1,4.991126873996109
2,6,-15,0,3.984326533973217
2,6,-50,1,5.005132019985467
2,6,-10,2,
2,6,-50,3,5.9835215150378644
2,6,-5,4,3.601325311232358
2,6,-50,5,4.99896490899846
2,6,0,-5,
2,6,-50,-4,3.5923938867636025
2,6,5,-3,
2,6,-50,-2,13.588367729913443
2,6,10,-1,
2,6,-50,0,
2,6,15,1,6.391590346116573
2,6,-50,2,4.992352159693837
2,6,20,3,
2,6,-50,4,
2,6,25,5,
2,6,-50,-5,9.995263680815697
2,6,30,-4,5.795295894145966
2,6,-50,-3,
2,6,35,-2,
2,6,-50,-1,
2,6,40,0,4.582988840993494
2,6,-50,1,5.994313634932041
2,6,45,2,
2,6,-50,3,4.591682135127485
2,6,50,4,
2,7,-50,5,2.3910680636763573
2,7,-45,-5,
2,7,-50,-4,5.590097947977483
2,7,-40,-3,
2,7,-50,-2,
2,7,-35,-1,
2,7,-50,0,5.192583939060569
2,7,-30,1,7.1908916141837835
2,7,-50,2,5.993180274032056
2,7,-25,3,
2,7,-50,4,2.399292561225593
2,7,-20,5,3.3921531117521226
2,7,-50,-5,5.794864684808999
2,7,-15,-4,
2,7,-50,-3,1.8001677389256656
2,7,-10,-2,
2,7,-50,-1,9.789173084311187
2,7,-5,0,3.995187383610755
2,7,-50,1,13.794293852057308
2,7,0,2,5.3957600658759475
2,7,-50,3,4.9927763170562685
2,7,5,4,
2,7,-50,5,
2,7,10,-5,4.394205844029784
2,7,-50,-4,6.596752861980349
2,7,15,-3,19.598385476972908
2,7,-50,-2,
2,7,20,-1,
2,7,-50,0,
2,7,25,1,
2,7,-50,2,7.3829017537646
2,7,30,3,6.99571394501254
2,7,-50,4,4.387470515910536
2,7,35,5,6.795015556737781
2,7,-50,-5,6.19862860487774
2,7,40,-4,
2,7,-50,-3,
2,7,45,-2,
2,7,-50,-1,
2,7,50,0,
2,8,-50,1,
2,8,-45,2,
2,8,-50,3,19.37555205821991
2,8,-40,4,4.19711938360706
2,8,-50,5,5.802017892245203
2,8,-35,-5,
2,8,-50,-4,4.7904392699711025
2,8,-30,-3,
2,8,-50,-2,
2,8,-25,-1,3.585896751843393
2,8,-50,0,5.999905724078417
2,8,-20,1,
2,8,-50,2,
2,8,-15,3,
2,8,-50,4,2.386720748152584
2,8,-10,5,4.597446021158248
2,8,-50,-5,6.597694741096348
2,8,-5,-4,
2,8,-50,-3,5.393397395033389
2,8,0,-2,6.78984386427328
2,8,-50,-1,4.195243887137622
2,8,5,0,
2,8,-50,1,
2,8,10,2,
2,8,-50,3,
2,8,15,4,17.590335716027766
2,8,-50,5,7.792620094958693
2,8,20,-5,6.396820705384016
2,8,-50,-4,6.995674381032586
2,8,25,-3,
2,8,-50,-2,6.9859702959656715
2,8,30,-1,
2,8,-50,0,5.390453808940947
2,8,35,1,7.3984015001915395
2,8,-50,2,15.598535813391209
2,8,40,3,7.790037157014012
2,8,-50,4,7.4014636357314885
2,8,45,5,
2,8,-50,-5,6.990509266965091
2,8,50,-4,
