cam_id,gimbal_speed,pan_setpoint,tilt_setpoint,execution_time
3,7,5,4,4.594996167812496
3,7,-50,5,7.3958009937778115
3,7,10,-5,5.002694238908589
3,7,-50,-4,5.993606936186552
3,7,15,-3,
3,7,-50,-2,
3,7,20,-1,
3,7,-50,0,6.980415545869619
3,7,25,1,8.601777633652091
3,7,-50,2,6.996396555099636
3,7,30,3,6.996890063863248
3,7,-50,4,5.591318687889725
3,7,35,5,5.994847791735083
3,7,-50,-5,7.198299570009112
3,7,40,-4,7.998756972141564
3,7,-50,-3,
3,7,45,-2,
3,7,-50,-1,
3,7,50,0,6.972986403852701
3,8,-50,1,9.202533591073006
3,8,-45,2,3.7943070018664002
3,8,-50,3,4.790942154824734
3,8,-40,4,4.193735990673304
3,8,-50,5,8.995791770052165
3,8,-35,-5,4.190762493759394
3,8,-50,-4,8.198525164742023
3,8,-30,-3,
3,8,-50,-2,
3,8,-25,-1,
3,8,-50,0,7.185833476949483
3,8,-20,1,5.195355609990656
3,8,-50,2,6.198169885203242
3,8,-15,3,4.591564059723169
3,8,-50,4,7.4007796589285135
3,8,-10,5,4.3986854129470885
3,8,-50,-5,8.595726488158107
3,8,-5,-4,4.59036019584164
3,8,-50,-3,
3,8,0,-2,
3,8,-50,-1,
3,8,5,0,5.385811374988407
3,8,-50,1,7.196618862915784
3,8,10,2,5.398332229349762
3,8,-50,3,7.394032877869904
3,8,15,4,5.398382992949337
3,8,-50,5,7.392448956146836
3,8,20,-5,7.59571476187557
3,8,-50,-4,7.390515530947596
3,8,25,-3,
3,8,-50,-2,
3,8,30,-1,
3,8,-50,0,9.792919237166643
3,8,35,1,9.784813404083252
3,8,-50,2,7.79984619282186
3,8,40,3,9.593585655093193
3,8,-50,4,8.195750613696873
3,8,45,5,7.405282085295767
3,8,-50,-5,9.385869299061596
3,8,50,-4,7.800724576693028
